,0
547,2
548,2
549,2
550,1
551,1
552,2
553,2
554,1
555,1
556,1
557,2
558,1
559,0
560,2
561,2
562,0
563,2
564,2
565,1
566,0
567,2
568,1
569,2
570,2
571,2
572,0
573,2
574,1
575,0
576,0
577,2
578,0
579,1
580,2
581,1
582,0
583,2
584,0
585,1
586,1
587,1
588,1
589,1
590,2
591,1
592,0
593,2
594,0
595,1
596,0
597,2
598,0
599,1
600,2
601,2
602,1
603,0
604,1
605,0
606,2
607,1
608,1
609,2
610,1
611,1
612,2
613,0
614,2
615,1
616,2
617,2
618,1
619,1
620,0
621,0
622,2
623,2
624,2
625,1
626,1
627,1
628,2
629,0
630,1
631,2
632,2
633,1
634,2
635,1
636,2
637,2
638,0
639,2
640,2
641,1
642,2
643,1
644,1
645,1
646,2
647,0
648,2
649,1
650,0
651,0
652,2
653,2
654,2
655,1
656,0
657,1
658,2
659,2
660,1
661,1
662,0
663,2
664,0
665,2
666,1
667,0
668,0
669,0
670,0
671,1
672,0
673,2
674,0
675,0
676,1
677,0
678,0
679,1
680,1
681,2
682,2
683,2
684,0
685,0
686,1
687,1
688,2
689,0
690,0
691,2
692,2
693,2
694,2
695,2
696,1
697,2
698,2
699,0
700,0
701,0
702,0
703,2
704,1
705,2
706,1
707,2
708,1
709,2
710,1
711,2
712,1
713,2
714,1
715,1
716,1
717,0
718,2
719,2
720,0
721,0
722,2
723,0
724,2
725,1
726,2
727,0
728,2
729,1
730,2
731,0
732,2
733,1
734,0
735,0
736,2
737,0
738,2
739,0
740,0
741,0
742,2
743,0
744,0
745,0
746,0
747,2
748,0
749,1
750,1
751,0
752,2
753,2
754,1
755,1
756,0
757,1
758,1
759,0
760,0
761,1
762,1
763,0
764,2
765,0
766,2
767,2
768,0
769,2
770,1
771,0
772,1
773,2
774,2
775,1
776,1
777,0
778,0
779,2
780,0
781,0
782,1
783,1
784,1
785,2
786,1
787,1
788,0
789,2
790,2
791,2
792,0
793,2
794,0
795,2
796,0
797,0
798,2
799,1
800,2
801,2
802,0
803,1
804,1
805,2
806,0
807,1
808,0
809,2
810,1
811,2
812,0
813,1
814,0
815,1
816,1
817,2
818,1
819,0
820,0
821,1
822,2
823,0
824,2
825,1
826,2
827,1
828,1
829,1
830,2
831,1
832,1
833,0
834,2
835,0
836,0
837,1
838,1
839,2
840,2
841,1
842,2
843,0
844,2
845,2
846,1
847,2
848,0
849,2
850,1
851,2
852,1
853,1
854,2
855,1
856,0
857,1
858,1
859,0
860,1
861,0
862,1
863,0
864,0
865,1
866,2
867,2
868,2
869,2
870,2
871,2
872,0
873,2
874,1
875,1
876,1
877,0
878,2
879,1
880,1
881,0
882,1
883,0
884,2
885,2
886,0
887,2
888,1
889,2
890,1
891,1
892,0
893,0
894,0
895,1
896,1
897,1
898,0
899,1
900,0
901,2
902,1
903,0
904,2
905,2
906,1
907,0
908,2
909,1
910,2
911,1
912,1
913,1
914,1
915,0
916,0
917,2
918,1
919,1
920,2
921,0
922,0
923,0
924,0
925,2
926,2
927,2
928,2
929,0
930,2
931,2
932,0
933,0
934,1
935,1
936,0
937,1
938,2
939,0
940,2
941,1
942,1
943,1
944,1
945,0
946,1
947,1
948,2
949,2
950,0
951,2
952,2
953,1
954,0
955,1
956,1
957,0
958,2
959,0
960,0
961,0
962,1
963,0
964,2
965,1
966,0
967,2
968,0
969,1
970,1
971,2
972,2
973,1
974,1
975,0
976,1
977,0
978,2
979,2
980,2
981,0
982,2
983,2
984,0
985,1
986,2
987,0
988,0
989,0
990,1
991,1
992,2
993,0
994,1
995,1
996,2
997,2
998,2
999,1
1000,1
1001,0
1002,1
1003,0
1004,2
1005,0
1006,0
1007,1
1008,1
1009,0
1010,0
1011,0
1012,1
1013,0
1014,1
1015,1
1016,1
1017,2
1018,0
1019,2
1020,2
1021,2
1022,1
1023,1
1024,0
1025,1
1026,2
1027,2
1028,2
1029,0
1030,2
1031,0
1032,1
1033,1
1034,0
1035,2
1036,1
1037,1
1038,1
1039,0
1040,2
1041,2
1042,2
1043,1
1044,2
1045,0
1046,0
1047,2
1048,1
1049,1
1050,2
1051,0
1052,1
1053,2
1054,1
1055,1
1056,2
1057,0
1058,2
1059,0
1060,2
1061,0
1062,2
1063,1
1064,2
1065,2
1066,0
1067,0
1068,0
1069,1
1070,0
1071,1
1072,0
1073,2
1074,1
1075,0
1076,2
1077,1
1078,0
1079,1
1080,2
1081,2
1082,2
1083,2
1084,0
1085,2
1086,2
1087,2
1088,2
1089,1
1090,2
1091,2
1092,0
1093,2
1094,1
1095,1
1096,0
1097,0
1098,1
1099,0
1100,0
1101,0
1102,1
1103,1
1104,2
1105,1
1106,1
1107,2
1108,2
1109,0
1110,0
1111,0
1112,1
1113,0
1114,2
1115,1
1116,1
1117,0
1118,0
1119,0
1120,0
1121,0
1122,2
1123,1
1124,1
1125,0
1126,1
1127,1
1128,0
1129,2
1130,1
1131,0
1132,1
1133,0
1134,0
1135,0
1136,0
1137,2
1138,2
1139,0
1140,1
1141,2
1142,2
1143,0
1144,2
1145,2
1146,0
1147,1
1148,1
1149,2
1150,0
1151,2
1152,2
1153,0
1154,2
1155,1
1156,0
1157,0
1158,0
1159,0
1160,0
1161,2
1162,2
1163,1
1164,0
1165,2
1166,0
1167,0
1168,2
1169,0
1170,1
1171,2
1172,0
1173,0
1174,1
1175,1
1176,2
1177,1
1178,2
1179,0
1180,1
1181,1
1182,0
1183,0
1184,1
1185,0
1186,1
1187,2
1188,1
1189,0
1190,2
1191,2
1192,1
1193,0
1194,0
1195,2
1196,2
1197,1
1198,1
1199,1
1200,0
1201,0
1202,1
1203,0
1204,0
1205,1
1206,0
1207,1
1208,0
1209,2
1210,2
1211,0
1212,2
1213,1
1214,1
1215,2
1216,2
1217,0
1218,1
1219,2
1220,2
1221,0
1222,1
1223,2
1224,1
1225,2
1226,2
1227,1
1228,0
1229,1
1230,0
1231,1
1232,1
1233,0
1234,1
1235,2
1236,0
1237,0
1238,0
1239,2
1240,0
1241,1
1242,1
1243,2
1244,2
1245,1
1246,1
1247,1
1248,1
1249,2
1250,1
1251,1
1252,2
1253,1
1254,0
1255,0
1256,1
1257,2
1258,1
1259,2
1260,1
1261,2
1262,0
1263,0
1264,2
1265,2
1266,0
1267,1
1268,2
1269,0
1270,0
1271,2
1272,0
1273,1
1274,1
1275,0
1276,2
1277,1
1278,0
1279,1
